Job Title,Skills
['Mathematics Tutor'],"['Mathematics', 'Tutoring', 'Python (Programming Language)', 'Mathematics Education', 'Calculus', 'Teaching', 'MATLAB', 'Algebra', 'Java', 'Online Tutoring']"
['Mechanic'],"['Mechanics', 'Maintenance & Repair', 'Automotive Repair', 'Diesel Engine', 'Welding', 'Maintenance', 'Automotive', 'Preventive Maintenance', 'Heavy Equipment Operations', 'Equipment Maintenance']"
['Mechanical Design Engineer'],"['SOLIDWORKS', 'Mechanical Engineering', 'Design', 'Design for Manufacturing', 'Geometric Dimensioning & Tolerancing', 'Computer-Aided Design (CAD)', 'Creo', 'Mechanical Product Design', 'Design Engineering', 'Siemens NX']"
['Mechanical Engineer'],"['Mechanical Engineering', 'SOLIDWORKS', 'Computer-Aided Design (CAD)', 'Design Engineering', 'Design for Manufacturing', 'Geometric Dimensioning & Tolerancing', 'Finite Element Analysis (FEA)', '3D Printing', 'Siemens NX', 'AutoCAD']"
['Mechanical Engineering Specialist'],"['SOLIDWORKS', '3D Printing', 'MATLAB', 'Autodesk Inventor', 'AutoCAD', 'Computer-Aided Design (CAD)', 'Mechanical Engineering', 'Siemens NX', 'Geometric Dimensioning & Tolerancing', 'Revit']"
['Media Specialist'],"['Social Media', 'Video Production', 'Video Editing', 'Adobe Premiere Pro', 'Social Media Marketing', 'Photography', 'Videography', 'Graphic Design', 'Digital Media', 'Adobe Photoshop']"
['Medical Assistant'],"['Medical Assisting', 'Patient Care', 'Phlebotomy', 'Vital Signs', 'Medical Terminology', 'Electronic Medical Records (EMR)', 'Electrocardiography (EKG)', 'Medical Records', 'Injections', 'Medical Office']"
['Medical Biller'],"['Medical Billing', 'Medical Coding', 'Medical Terminology', 'Medical Records', 'ICD-10', 'CPT Coding', 'Current Procedural Terminology (CPT)', 'Electronic Medical Records (EMR)', 'ICD-10-CM', 'Insurance Claims']"
['Medical Coder'],"['Medical Coding', 'CPT Coding', 'ICD-10-CM', 'ICD-10', 'Current Procedural Terminology (CPT)', 'Medical Billing', 'Medical Terminology', 'HCPCS', 'Epic EHR', 'Electronic Medical Records (EMR)']"
['Medical Director'],"['Medicine', 'Medical Education', 'Primary Care', 'Healthcare', 'Healthcare Management', 'Internal Medicine', 'Medical Directors', 'Utilization Management', 'Clinical Research', 'Family Medicine']"
['Medical Doctor'],"['Medicine', 'Internal Medicine', 'Primary Care', 'Medical Education', 'Healthcare', 'Hospital Medicine', 'Family Medicine', 'Chronic Illness', 'Clinical Research', 'Electronic Medical Records (EMR)']"
['Medical Receptionist'],"['Receptionist Duties', 'Medical Records', 'Medical Office', 'Medical Terminology', 'Appointment Scheduling', 'Electronic Medical Records (EMR)', 'Telephone Reception', 'Phone Etiquette', 'Data Entry', 'Medical Billing']"
['Medical Scribe'],"['Medical Terminology', 'Electronic Medical Records (EMR)', 'Scribe', 'Medical Records', 'Typing', 'Epic EHR', 'Patient Care', 'Healthcare', 'Medical Transcription', 'Medical Assisting']"
['Medical Specialist'],"['Healthcare', 'Emergency Medical Services (EMS)', 'EMT', 'Medical Terminology', 'Medicine', 'Basic Life Support (BLS)', 'Emergency Medicine', 'Cardiopulmonary Resuscitation (CPR)', 'Patient Care', 'Medical Records']"
['Medical Student'],"['Medicine', 'Basic Life Support (BLS)', 'Clinical Research', 'Medical Terminology', 'Patient Care', 'Electronic Medical Records (EMR)', 'Healthcare', 'Cardiopulmonary Resuscitation (CPR)', 'Quality Patient Care', 'Research']"
['Member Service Representative'],"['Banking', 'Data Entry', 'Customer Service', 'Cash Handling', 'Credit Unions', 'Loans', 'Consumer Lending', 'Time Management', 'Phone Etiquette', 'Customer Experience']"
['Member Services Specialist'],"['Customer Service', 'Customer Relationship Management (CRM)', 'Time Management', 'Communication', 'Cash Handling', 'Customer Satisfaction', 'Problem Solving', 'Leadership', 'Data Entry', 'Customer Experience']"
['Mental Health Counselor'],"['Mental Health Counseling', 'Cognitive Behavioral Therapy (CBT)', 'Mental Health', 'Crisis Intervention', 'Psychotherapy', 'Group Therapy', 'Family Therapy', 'Trauma Therapy', 'Individual Counselling', 'Psychology']"
['Mental Health Specialist'],"['Mental Health', 'Mental Health Counseling', 'Mental Health Care', 'Crisis Intervention', 'Case Management', 'Group Therapy', 'Cognitive Behavioral Therapy (CBT)', 'NA', 'Psychotherapy', 'Child Mental Health']"
['Mental Health Therapist'],"['Mental Health Counseling', 'Trauma Therapy', 'Crisis Intervention', 'Cognitive Behavioral Therapy (CBT)', 'Social Work', 'Mental Health', 'Psychotherapy', 'Group Therapy', 'Family Therapy', 'EMDR']"
['Merchandise Manager'],"['Merchandising', 'Retail', 'Merchandise Planning', 'Visual Merchandising', 'Planograms', 'Inventory Management', 'Merchandising Strategies', 'Store Management', 'Sales Operations', 'Merchandise']"
['Merchandiser'],"['Merchandising', 'Retail', 'Visual Merchandising', 'Planograms', 'Creative Merchandising', 'Merchandising Strategies', 'Sales', 'Merchandise', 'Customer Service', 'Retail Sales']"
['Middle School Teacher'],"['Teaching', 'Classroom Management', 'Middle School', 'Curriculum Development', 'K-12 Education', 'Lesson Planning', 'Education', 'Educational Technology', 'Differentiated Instruction', 'Educational Leadership']"
['Mortgage Loan Officer'],"['Conventional Financing', 'Mortgage Lending', 'U.S. VA Loans', 'Residential Mortgages', 'Loan Origination', 'Government Loans', 'Refinancing', 'U.S. Federal Housing Authority (FHA)', 'U.S. FHA Financing', 'Loan Officers']"
['Mortgage Loan Originator'],"['Mortgage Lending', 'Conventional Financing', 'U.S. VA Loans', 'Residential Mortgages', 'Loan Origination', 'Government Loans', 'U.S. FHA Financing', 'U.S. Federal Housing Authority (FHA)', 'Refinancing', 'Loans']"
['Music Director'],"['Music Education', 'Music', 'Musical Direction', 'Music Performance', 'Piano', 'Music Production', 'Music Composition', 'Choral Conducting', 'Music Theory', 'Orchestration']"
['Music Producer'],"['Music Production', 'Audio Engineering', 'Music Composition', 'Audio Mixing', 'Audio Recording', 'Music', 'Songwriting', 'Music Industry', 'Logic Pro', 'Pro Tools']"
['Music Teacher'],"['Music Education', 'Music Performance', 'Piano', 'Music Theory', 'Music', 'Guitar Playing', 'Teaching', 'Education', 'Music Composition', 'Singing']"
['Musician'],"['Music', 'Music Production', 'Music Performance', 'Music Composition', 'Songwriting', 'Singing', 'Music Education', 'Guitar Playing', 'Piano', 'Music Industry']"
['Nanny'],"['Working With Children', 'Childcare', 'Child Development', 'Organization Skills', 'Time Management', 'Nannying', 'Early Childhood Development', 'Communication', 'Customer Service', 'Early Childhood Education']"
['Network Administrator'],"['Network Administration', 'LAN-WAN', 'Computer Networking', 'Active Directory', 'Network Security', 'Cisco Networking', 'Networking', 'Windows Server', 'Firewalls', 'Virtual Private Network (VPN)']"
['Network Engineer'],"['Cisco Networking', 'Network Engineering', 'LAN-WAN', 'Palo Alto Networks', 'Cisco Routers', 'Firewalls', 'Border Gateway Protocol (BGP)', 'Network Administration', 'Cisco Systems Products', 'Cisco Certified']"
['Network Specialist'],"['Network Administration', 'Networking', 'Computer Networking', 'Network Engineering', 'Network Security', 'LAN-WAN', 'Cisco Systems Products', 'Cybersecurity', 'Computer Network Operations', 'Cisco Routers']"
['Notary Public'],"['Notary', 'Signing Agent', 'Real Estate', 'Loan Closings', 'Loan Documents', 'Florida Notary', 'Texas Notary', 'Real Estate Transactions', 'Office Administration', 'Data Entry']"
['Nurse'],"['Nursing', 'Telemetry', 'Critical Care Nursing', 'Advanced Cardiac Life Support (ACLS)', 'Basic Life Support (BLS)', 'Medical-Surgical', 'Nursing Process', 'Nursing Documentation', 'Medication Administration', 'Nursing Education']"
['Nurse Practitioner'],"['Primary Care', 'Chronic Illness', 'Nurse Practitioners', 'Advanced Cardiac Life Support (ACLS)', ""Women's Health"", 'Acute Care', 'Family Medicine', 'Critical Care Medicine', 'Nursing Education', 'Nursing']"
['Nursing Manager'],"['Nursing Management', 'Nursing', 'Nursing Education', 'Nursing Process', 'Advanced Cardiac Life Support (ACLS)', 'Critical Care Nursing', 'Nursing Documentation', 'Medical-Surgical', 'Acute Care', 'Basic Life Support (BLS)']"
['Nursing Student'],"['Nursing', 'Basic Life Support (BLS)', 'Healthcare', 'Patient Safety', 'Vital Signs', 'Medication Administration', 'Direct Patient Care', 'Nursing Process', 'Patient Care', 'Patient Advocacy']"
['Occupational Therapist'],"['Occupational Therapy', 'Rehabilitation', 'Geriatric Rehabilitation', 'Sensory Processing', 'Orthopedic Rehabilitation', 'Stroke Rehabilitation', 'Sensory Integration', 'Pediatrics', 'Acute Care', 'Acute Rehabilitation']"
['Office Administrator'],"['Office Administration', 'QuickBooks', 'Accounts Payable', 'Accounts Receivable (AR)', 'Data Entry', 'Administrative Assistance', 'Administration', 'Scheduling', 'Invoicing', 'Customer Service']"
['Office Assistant'],"['Data Entry', 'Organization Skills', 'Customer Service', 'Office Administration', 'Microsoft Office', 'Administrative Assistance', 'Microsoft Excel', 'Time Management', 'Communication', 'Phone Etiquette']"
['Office Associate'],"['Office Administration', 'Customer Service', 'Data Entry', 'Organization Skills', 'Communication', 'Time Management', 'Microsoft Office', 'Leadership', 'Administrative Assistance', 'Microsoft Excel']"
['Office Coordinator'],"['Office Administration', 'Administrative Assistance', 'Data Entry', 'Microsoft Office', 'Appointment Scheduling', 'Scheduling', 'Customer Relationship Management (CRM)', 'Administration', 'Phone Etiquette', 'Microsoft Excel']"
['Office Manager'],"['QuickBooks', 'Office Administration', 'Bookkeeping', 'Accounting', 'Administration', 'Administrative Assistance', 'Data Entry', 'Invoicing', 'Account Management', 'Accounts Receivable (AR)']"
['Operational Specialist'],"['Operations Management', 'Time Management', 'Leadership', 'Customer Service', 'Communication', 'Problem Solving', 'Microsoft Excel', 'Inventory Management', 'Project Management', 'Organization Skills']"
['Operations Analyst'],"['Tableau', 'SQL', 'Data Analysis', 'Salesforce.com', 'Microsoft Power BI', 'Analytical Skills', 'Microsoft Excel', 'Business Analysis', 'Data Analytics', 'Financial Analysis']"
['Operations Assistant'],"['Customer Service', 'Data Entry', 'Organization Skills', 'Time Management', 'Event Planning', 'Communication', 'Administrative Assistance', 'Microsoft Office', 'Operations Management', 'Problem Solving']"
['Operations Associate'],"['Data Entry', 'Operations Management', 'Inventory Management', 'Customer Relationship Management (CRM)', 'Customer Service', 'Microsoft Excel', 'Time Management', 'Salesforce.com', 'Organization Skills', 'Problem Solving']"
['Operations Coordinator'],"['Operations Management', 'Project Coordination', 'Operations Coordination', 'Customer Relationship Management (CRM)', 'Data Entry', 'Time Management', 'Organization Skills', 'Office Administration', 'Scheduling', 'Customer Service']"
['Operations Manager'],"['Operations Management', 'People Management', 'Supervisory Skills', 'Warehouse Operations', 'Project Management', 'Management', 'Account Management', 'Leadership', 'Hiring', 'Logistics Management']"
['Operations Officer'],"['Military Operations', 'Operational Planning', 'Operations Management', 'Military', 'Organizational Leadership', 'Military Leadership', 'International Management', 'Legal Operations', 'Strategic Planning', 'Military Logistics']"
['Operations Supervisor'],"['Operations Management', 'Supervisory Skills', 'Team Management', 'Team Leadership', 'Warehouse Operations', 'People Management', 'Team Building', 'Leadership', 'Distribution Center Operations', 'Logistics Management']"
['Optician'],"['Opticians', 'Glasses', 'Eyewear', 'Contact Lenses', 'Optometry', 'Lenses', 'Sales', 'Retail', 'Sunglasses', 'ABO Certified']"
['Outreach Coordinator'],"['Community Outreach', 'Event Planning', 'Public Speaking', 'Community Engagement', 'Nonprofit Organizations', 'Communication', 'Social Media Outreach', 'Social Media Marketing', 'Volunteer Management', 'Social Media']"
['Outreach Specialist'],"['Community Outreach', 'Public Speaking', 'Outreach Services', 'Event Planning', 'Communication', 'Public Outreach', 'Research', 'Social Media Outreach', 'Community Engagement', 'Educational Outreach']"
['Outside Sales Representative'],"['Outside Sales', 'Business-to-Business (B2B)', 'Lead Generation', 'Direct Sales', 'Cold Calling', 'Sales', 'Account Management', 'Inside Sales', 'Sales Management', 'Sales Presentations']"
['Owner'],"['Entrepreneurship', 'Small Business', 'Sales', 'Successful Business Owner', 'Marketing', 'Social Media Marketing', 'Customer Service', 'Management', 'Leadership', 'Advertising']"
['Package Handler'],"['Warehouse Operations', 'Customer Service', 'Time Management', 'Shipping', 'Heavy Lifting', 'Unloading', 'Communication', 'Organization Skills', 'Problem Solving', 'Inventory Control']"
['Painter'],"['Painting', 'Spray Painting', 'Construction', 'Drywall', 'Industrial Painting', 'Paint', 'Oil Painting', 'Acrylic Painting', 'Pressure Washing', 'Prints']"
['Paralegal'],"['Legal Document Preparation', 'Personal Injury Law', 'Legal Research', 'Legal Writing', 'Paralegal Studies', 'Legal Assistance', 'Legal Discovery', 'Family Law', 'Legal Assistants', 'Litigation']"
['Paramedic'],"['Paramedic', 'Ambulance', 'Emergency Medical Services (EMS)', 'Prehospital Care', 'Emergency Medicine', 'Advanced Cardiac Life Support (ACLS)', 'Pediatric Advanced Life Support (PALS)', 'Prehospital Trauma Life Support (PHTLS)', 'Emergency Services', 'Basic Life Support (BLS)']"
['Pastor'],"['Preaching', 'Pastoral Care', 'Evangelism', 'Theology', 'Discipleship', 'Pastoral Counseling', 'Religion', 'Christian Missions', 'Pastoral', 'Expository Preaching']"
['Patient Access Representative'],"['Epic EHR', 'Data Entry', 'Health Insurance', 'Patient Registration', 'Medical Terminology', 'Electronic Medical Records (EMR)', 'Insurance Verification', 'Appointment Scheduling', 'Healthcare', 'U.S. Health Insurance Portability and Accountability Act (HIPAA)']"
['Patient Care Assistant'],"['Direct Patient Care', 'Patient Care', 'Patient Safety', 'Vital Signs', 'Quality Patient Care', 'Basic Life Support (BLS)', 'Certified Nursing Assistant (CNA)', 'Cardiopulmonary Resuscitation (CPR)', 'Electrocardiography (EKG)', 'Healthcare']"
['Patient Care Coordinator'],"['Patient Care', 'Appointment Scheduling', 'Patient Scheduling', 'Medical Terminology', 'Electronic Medical Records (EMR)', 'Quality Patient Care', 'Medical Records', 'Healthcare', 'Scheduling', 'Data Entry']"
['Patient Care Technician'],"['Direct Patient Care', 'Certified Nursing Assistant (CNA)', 'Patient Safety', 'Vital Signs', 'Patient Care', 'Quality Patient Care', 'Basic Life Support (BLS)', 'Phlebotomy', 'Healthcare', 'Cardiopulmonary Resuscitation (CPR)']"
['Patient Service Representative'],"['Epic EHR', 'Appointment Scheduling', 'Medical Terminology', 'Electronic Medical Records (EMR)', 'Data Entry', 'Patient Scheduling', 'Medical Records', 'Patient Registration', 'Phone Etiquette', 'Insurance Verification']"
['Payroll Specialist'],"['ADP Payroll', 'Payroll Processing', 'Payroll Administration', 'Multi-state Payroll Processing', 'Payroll Taxes', 'Payroll Services', 'Ultipro', 'QuickBooks', 'Certified Payroll Reports', 'Kronos Time and Attendance']"
['Personal Assistant'],"['Personal Assistance', 'Organization Skills', 'Administrative Assistance', 'Time Management', 'Customer Service', 'Scheduling', 'Event Planning', 'Communication', 'Office Administration', 'Executive Administrative Assistance']"
['Personal Banker'],"['Banking', 'Retail Banking', 'Personal Banking', 'Teller Operations', 'Loans', 'Sales', 'Customer Service', 'Branch Banking', 'Consumer Lending', 'Cash Handling']"
['Personal Care Assistant'],"['Personal Care', 'Personal Care Services', 'Patient Care', 'Home Care', 'Customer Service', 'Healthcare', 'Communication', 'Direct Patient Care', 'Time Management', 'Organization Skills']"
['Personal Trainer'],"['Personal Training', 'Fitness Training', 'Fitness', 'Weight Training', 'Strength Training', 'Functional Training', 'Fitness Instruction', 'Athletics', 'Strength & Conditioning', 'Nutrition']"
['Petty Officer'],"['Military', 'Military Leadership', 'Military Training', 'Navy', 'Active DoD Secret Clearance', 'Training', 'Leadership', 'Organizational Leadership', 'Military Operations', 'U.S. Department of Defense']"
['Pharmacist'],"['Community Pharmacy', 'Certified Immunizer', 'Pharmacy Practice', 'Pharmacy', 'Patient Counseling', 'Clinical Pharmacy', 'Hospital Pharmacy', 'Medication Adherence', 'Immunization', 'Pharmaceutical Care']"
['Pharmacy Manager'],"['Community Pharmacy', 'Certified Immunizer', 'Pharmacy Practice', 'Pharmacy', 'Patient Counseling', 'Medication Adherence', 'Immunization', 'Clinical Pharmacy', 'Pharmaceutical Care', 'Pharmacy Automation']"
['Pharmacy Specialist'],"['Pharmacy', 'Community Pharmacy', 'Patient Counseling', 'Hospital Pharmacy', 'Certified Immunizer', 'Pharmacy Practice', 'Immunization', 'Pharmacy Technicians', 'Compounding', 'Clinical Pharmacy']"
['Pharmacy Technician'],"['Pharmacy Technicians', 'Pharmacy', 'Data Entry', 'Pharmacy Practice', 'Prescription', 'Community Pharmacy', 'Hospital Pharmacy', 'Inventory Management', 'Pharmacy Automation', 'Quality Assurance']"
['Phlebotomist'],"['Phlebotomy', 'Drawing Blood', 'Venipuncture', 'Blood Collection', 'Specimen Collection', 'Laboratory Skills', 'Vital Signs', 'Medical Terminology', 'Medical Assisting', 'Patient Care']"
['Photographer'],"['Portrait Photography', 'Adobe Lightroom', 'Photography', 'Event Photography', 'Commercial Photography', 'Digital Photography', 'Product Photography', 'Studio Photography', 'Adobe Photoshop', 'Image Editing']"
['Physical Therapist'],"['Physical Therapy', 'Manual Therapy', 'Outpatient Orthopedics', 'Rehabilitation', 'Orthopedic Rehabilitation', 'Injury Rehabilitation', 'Dry Needling', 'Vestibular Rehabilitation', 'Exercise Prescription', 'Sports Injuries']"
['Physical Therapist Assistant'],"['Physical Therapy', 'Therapeutic Modalities', 'Rehabilitation', 'Kinesiology', 'Manual Therapy', 'Outpatient Orthopedics', 'Orthopedic Rehabilitation', 'Geriatric Rehabilitation', 'Athletics', 'Fitness']"
['Physician Assistant'],"['Advanced Cardiac Life Support (ACLS)', 'Suturing', 'Basic Life Support (BLS)', 'Electronic Medical Records (EMR)', 'Urgent Care', 'Family Medicine', 'Medicine', 'Patient Education', 'Direct Patient Care', 'Emergency Medicine']"
['Pilot'],"['Piloting', 'Flight Training', 'Aviation', 'Commercial Piloting', 'Flight Safety', 'Type Rating', 'Air Charter', 'Instrument Rated Pilot', 'Flight Planning', 'Commercial Aviation']"
['Plant Manager'],"['Plant Operations', 'Plant Management', 'Production Management', 'Manufacturing Operations', 'Lean Manufacturing', 'Manufacturing Operations Management', 'Manufacturing', 'Operations Management', 'Industrial Engineering', 'P&L Management']"
['Plumber'],"['Plumbing', 'Plumbing Fixtures', 'Plumbing Design', 'Plumbers', 'Construction', 'Pipefitting', 'Drain Cleaning', 'Hot Water', 'Mechanical', 'Electrical', 'and Plumbing (MEP)', 'Blueprint Reading']"
['Police Officer'],"['Patrol', 'Police', 'Public Safety', 'Law Enforcement', 'Police Officers', 'Criminal Justice', 'Criminal Investigations', 'Crime Prevention', 'Community Policing', 'Investigation']"
['Portfolio Manager'],"['Portfolio Management', 'Investment Management', 'Asset Management', 'Financial Analysis', 'Investments', 'Financial Modeling', 'Finance', 'Portfolio Managers', 'Investment Strategies', 'Project Portfolio Management']"
['Postdoctoral Researcher'],"['Molecular Biology', 'Western Blotting', 'Molecular Cloning', 'Scientific Writing', 'Cell Culture', 'Molecular & Cellular Biology', 'Flow Cytometry', 'Fluorescence Microscopy', 'Cell Biology', 'Confocal Microscopy']"
['Preschool Teacher'],"['Childcare', 'Teaching', 'Working With Children', 'Early Childhood Education', 'Preschool', 'Early Childhood Development', 'Classroom Management', 'Lesson Planning', 'Child Development', 'Organization Skills']"
['President'],"['Fitting', 'Tailoring', 'Pattern Making', 'Styling', 'Fashion Design', 'Sports', 'Operations Management', 'Commerce', 'Sales Processes', 'Sales & Marketing']"
['Process Engineer'],"['Process Engineering', 'Lean Six Sigma', 'JMP', 'Statistical Process Control (SPC)', 'Process Design', 'Industrial Engineering', 'Manufacturing', 'Lean Manufacturing', 'Root Cause Analysis', 'PFD']"
['Procurement Specialist'],"['Procurement', 'Purchase Orders', 'Purchasing', 'Procurement Contracts', 'Supply Chain Management', 'Government Procurement', 'Contract Negotiation', 'Sourcing', 'Strategic Sourcing', 'Inventory Management']"
['Product Analyst'],"['Product Analysis', 'Product Management', 'Jira', 'Agile Methodologies', 'SQL', 'Data Visualization', 'Tableau', 'Scrum', 'Confluence', 'Product Development']"
['Product Designer'],"['Product Design', 'Prototyping', 'User Experience (UX)', 'Wireframing', 'Visual Design', 'User Interface Design', 'User Experience Design (UED)', 'Usability Testing', 'User-centered Design', 'Mobile Design']"
['Product Engineer'],"['Product Development', 'Design for Manufacturing', 'Product Design', 'SOLIDWORKS', 'Product Engineering', 'Computer-Aided Design (CAD)', 'Geometric Dimensioning & Tolerancing', 'Product Management', 'Design Failure Mode and Effect Analysis (DFMEA)', 'Mechanical Engineering']"
['Product Manager'],"['Product Management', 'Product Development', 'Product Road Mapping', 'Agile Methodologies', 'Product Strategy', 'Scrum', 'Jira', 'Product Launch', 'Software as a Service (SaaS)', 'Product Design']"
['Product Marketing Manager'],"['Product Marketing', 'Go-to-Market Strategy', 'B2B Marketing', 'Sales Enablement', 'Product Launch', 'Product Management', 'Marketing Strategy', 'Software as a Service (SaaS)', 'Messaging', 'Business-to-Business (B2B)']"
['Product Owner'],"['Agile Methodologies', 'Product Management', 'Scrum', 'Agile Project Management', 'Jira', 'Scaled Agile Framework', 'Product Development', 'Product Road Mapping', 'User Stories', 'Software Development Life Cycle (SDLC)']"
['Product Specialist'],"['Product Specialists', 'Product Management', 'Sales', 'Product Development', 'Customer Service', 'Product Knowledge', 'Customer Experience', 'Customer Satisfaction', 'Problem Solving', 'Customer Relationship Management (CRM)']"
['Production Assistant'],"['Production Assistance', 'Video Editing', 'Video Production', 'Production Management', 'Adobe Premiere Pro', 'Camera Operation', 'Film Production', 'Adobe Photoshop', 'Media Production', 'Adobe Creative Suite']"
['Production Associate'],"['Manufacturing', 'Quality Assurance', 'Production Assistance', 'Forklift Operation', 'Time Management', 'Machine Operation', 'Customer Service', 'Production Lines', 'Team Management', 'Assembly Lines']"
['Production Coordinator'],"['Production Management', 'Production Coordination', 'Pre-production', 'Production Assistance', 'Production Planning', 'TV Production', 'Video Production', 'Production Schedules', 'Project Coordination', 'Film Production']"
['Production Manager'],"['Production Management', 'Manufacturing Operations', 'Production Planning', 'Manufacturing', 'Lean Manufacturing', 'Team Management', 'Operations Management', 'Project Management', 'Production Schedules', 'Manufacturing Operations Management']"
['Production Specialist'],"['Video Production', 'Adobe Premiere Pro', 'Video Editing', 'Camera Operation', 'Production Management', 'Manufacturing', 'Adobe Photoshop', 'Quality Assurance', 'Videography', 'Customer Service']"
['Production Supervisor'],"['Production Management', 'Lean Manufacturing', 'Manufacturing', 'Production Schedules', 'Manufacturing Operations', 'Production Operations', '5S', 'Production Planning', 'People Management', 'Supervisory Skills']"
['Professor'],"['University Teaching', 'Higher Education', 'Teaching', 'Education', 'Curriculum Development', 'Research', 'Mentoring', 'Academic Advising', 'Writing', 'Program Development']"
['Program Assistant'],"['Community Outreach', 'Event Planning', 'Data Entry', 'Organization Skills', 'Writing', 'Administrative Assistance', 'Communication', 'Time Management', 'Customer Service', 'Leadership']"
['Program Associate'],"['Nonprofit Organizations', 'Community Outreach', 'Program Management', 'Grant Writing', 'Event Planning', 'Project Management', 'Program Development', 'Writing', 'Diversity and Inclusion', 'Research']"
['Program Coordinator'],"['Program Coordination', 'Community Organizing', 'Program Management', 'Program Development', 'Community Outreach', 'Event Planning', 'Youth Development', 'Project Coordination', 'Project Management', 'Nonprofit Organizations']"
['Program Manager'],"['Program Management', 'Project Management', 'Change Management', 'Program Development', 'Strategic Planning', 'Cross-functional Team Leadership', 'Agile Methodologies', 'Leadership', 'Operations Management', 'Government Contracting']"
['Program Specialist'],"['Program Management', 'Program Development', 'Leadership', 'Project Management', 'Communication', 'Community Outreach', 'Organization Skills', 'Time Management', 'Public Speaking', 'Event Planning']"
['Programming Analyst'],"['C#', 'SQL', 'Microsoft SQL Server', '.NET Framework', 'JavaScript', 'Transact-SQL (T-SQL)', 'Programming', 'SQL Server Reporting Services (SSRS)', 'Visual Basic .NET (VB.NET)', 'ASP.NET']"
['Project Engineer'],"['Bluebeam', 'Procore', 'Project Engineering', 'Construction Management', 'Project Management', 'Construction', 'AutoCAD', 'Submittals', 'Engineering', 'Microsoft Project']"
['Project Management Specialist'],"['Project Management', 'Procore', 'Bluebeam', 'Microsoft Project', 'Project Planning', 'Agile Methodologies', 'Scrum', 'Microsoft Excel', 'Corporate Research', 'Agile Project Management']"
['Project Manager'],"['Project Management', 'Change Management', 'Program Management', 'Project Coordination', 'Project Planning', 'Scrum', 'Construction Management', 'Construction', 'Agile Methodologies', 'Risk Management']"
['Project Specialist'],"['Project Management', 'Project Coordination', 'Change Management', 'Project Planning', 'Customer Relationship Management (CRM)', 'Data Analysis', 'Project Implementation', 'Problem Solving', 'Analytical Skills', 'Organization Skills']"
['Property Manager'],"['Property Management', 'Yardi', 'Yardi Voyager', 'Real Estate', 'Lease Administration', 'Yardi Property Management', 'OneSite', 'Affordable Housing', 'Working with Tenants', 'Fair Housing']"
['Psychologist'],"['Psychological Assessment', 'Psychology', 'Cognitive Behavioral Therapy (CBT)', 'School Psychology', 'Psychotherapy', 'Psychological Testing', 'Special Education', 'Mental Health Counseling', 'Functional Behavior Assessments', 'Consultation']"
['Psychotherapist'],"['Cognitive Behavioral Therapy (CBT)', 'Trauma Therapy', 'Psychotherapy', 'Mental Health Counseling', 'EMDR', 'Mental Health', 'Family Therapy', 'Group Therapy', 'Addiction Recovery', 'Relationship Counseling']"
['Public Relations Specialist'],"['Public Relations', 'Press Releases', 'Media Relations', 'Social Media', 'Social Media Marketing', 'Writing', 'Strategic Communications', 'Canva', 'Event Planning', 'Copywriting']"
['Purchasing Manager'],"['Purchasing', 'Purchase Management', 'Procurement', 'Purchasing Processes', 'Purchasing Negotiation', 'Inventory Management', 'Materials', 'Supply Chain Management', 'Strategic Sourcing', 'Supply Chain Operations']"
['Quality Analyst'],"['Quality Assurance', 'Quality Control', 'Data Analysis', 'Auditing', 'Quality Auditing', 'SQL', 'Analytical Skills', 'Quality Improvement', 'Manual Testing', 'Jira']"
['Quality Assurance Analyst'],"['Quality Assurance', 'Manual Testing', 'Regression Testing', 'Jira', 'Software Quality Assurance', 'Test Cases', 'Test Planning', 'Software Testing', 'Functional Testing', 'Agile Testing']"
['Quality Assurance Automation Engineer'],"['Cucumber', 'Selenium', 'Selenium WebDriver', 'TestNG', 'Test Automation', 'Jenkins', 'Maven', 'Postman API', 'Java', 'Behavior-Driven Development (BDD)']"
['Quality Assurance Engineer'],"['Manual Testing', 'Regression Testing', 'Test Automation', 'Postman API', 'Jira', 'Selenium', 'Software Quality Assurance', 'QA Engineering', 'Test Cases', 'Test Planning']"
['Quality Assurance Manager'],"['Quality Assurance', 'Quality Management', 'Quality Control', 'ISO 9001', 'Quality Management Systems (QMS)', 'Auditing', 'Quality Auditing', 'Corrective and Preventive Action (CAPA)', 'Internal Audits', 'Root Cause Analysis']"
['Quality Assurance Specialist'],"['Quality Assurance', 'Quality Control', 'Auditing', 'Quality Auditing', 'Software Quality Assurance', 'Quality Management', 'Testing', 'Manual Testing', 'Quality Management Systems (QMS)', 'Corrective and Preventive Action (CAPA)']"
['Quality Engineer'],"['Quality Engineering', 'ISO 9001', 'Quality Assurance', 'Corrective and Preventive Action (CAPA)', 'Root Cause Analysis', 'Geometric Dimensioning & Tolerancing', 'Lean Six Sigma', 'ISO 13485', 'Quality Control', 'AS9100']"
['Quality Specialist'],"['Quality Assurance', 'Quality Control', 'Quality Management', 'Quality Auditing', 'Auditing', 'Quality Improvement', 'Corrective and Preventive Action (CAPA)', 'Quality Management Systems (QMS)', 'Internal Audits', 'Root Cause Analysis']"
['Radiologic Technologist'],"['Radiology', 'C-arm', 'American Registry of Radiologic Technologists (ARRT)', 'Radiologic Technology', 'Fluoroscopy', 'Picture Archiving and Communication System (PACS)', 'X-ray', 'Computed Radiography', 'Patient Care', 'Radiography']"
