Job_Title,Skills,skill_entities,job_entities,relationships
Accounting Clerk,"Accounting, QuickBooks, Accounts Payable, Accounts Receivable (AR), Account Reconciliation, Bookkeeping, Data Entry, Bank Reconciliation, Accounts Payable and Receivable, Invoicing","[('Accounting', 'Skill'), ('QuickBooks', 'Skill'), ('Accounts Payable', 'Skill'), ('Accounts Receivable (AR)', 'Skill'), ('Account Reconciliation', 'Skill'), ('Bookkeeping', 'Skill'), ('Data Entry', 'Skill'), ('Bank Reconciliation', 'Skill'), ('Accounts Payable and Receivable', 'Skill'), ('Invoicing', 'Skill')]","[('Accounting Clerk', 'Job')]","[{'from_type': 'Job', 'from_id': 'Accounting Clerk', 'to_type': 'Skill', 'to_id': 'Accounting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Clerk', 'to_type': 'Skill', 'to_id': 'QuickBooks', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Clerk', 'to_type': 'Skill', 'to_id': 'Accounts Payable', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Clerk', 'to_type': 'Skill', 'to_id': 'Accounts Receivable (AR)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Clerk', 'to_type': 'Skill', 'to_id': 'Account Reconciliation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Clerk', 'to_type': 'Skill', 'to_id': 'Bookkeeping', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Clerk', 'to_type': 'Skill', 'to_id': 'Data Entry', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Clerk', 'to_type': 'Skill', 'to_id': 'Bank Reconciliation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Clerk', 'to_type': 'Skill', 'to_id': 'Accounts Payable and Receivable', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Clerk', 'to_type': 'Skill', 'to_id': 'Invoicing', 'type': 'REQUIRES'}]"
Accounting Manager,"Accounting, QuickBooks, Account Reconciliation, Generally Accepted Accounting Principles (GAAP), Financial Reporting, Financial Accounting, Financial Statements, Bank Reconciliation, Accounts Payable, Accounts Receivable (AR)","[('Accounting', 'Skill'), ('QuickBooks', 'Skill'), ('Account Reconciliation', 'Skill'), ('Generally Accepted Accounting Principles (GAAP)', 'Skill'), ('Financial Reporting', 'Skill'), ('Financial Accounting', 'Skill'), ('Financial Statements', 'Skill'), ('Bank Reconciliation', 'Skill'), ('Accounts Payable', 'Skill'), ('Accounts Receivable (AR)', 'Skill')]","[('Accounting Manager', 'Job')]","[{'from_type': 'Job', 'from_id': 'Accounting Manager', 'to_type': 'Skill', 'to_id': 'Accounting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Manager', 'to_type': 'Skill', 'to_id': 'QuickBooks', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Manager', 'to_type': 'Skill', 'to_id': 'Account Reconciliation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Manager', 'to_type': 'Skill', 'to_id': 'Generally Accepted Accounting Principles (GAAP)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Manager', 'to_type': 'Skill', 'to_id': 'Financial Reporting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Manager', 'to_type': 'Skill', 'to_id': 'Financial Accounting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Manager', 'to_type': 'Skill', 'to_id': 'Financial Statements', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Manager', 'to_type': 'Skill', 'to_id': 'Bank Reconciliation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Manager', 'to_type': 'Skill', 'to_id': 'Accounts Payable', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Manager', 'to_type': 'Skill', 'to_id': 'Accounts Receivable (AR)', 'type': 'REQUIRES'}]"
Accounting Specialist,"Accounting, QuickBooks, Accounts Payable, Account Reconciliation, Accounts Receivable (AR), Microsoft Excel, Financial Accounting, Bookkeeping, Bank Reconciliation, Accounts Payable and Receivable","[('Accounting', 'Skill'), ('QuickBooks', 'Skill'), ('Accounts Payable', 'Skill'), ('Account Reconciliation', 'Skill'), ('Accounts Receivable (AR)', 'Skill'), ('Microsoft Excel', 'Skill'), ('Financial Accounting', 'Skill'), ('Bookkeeping', 'Skill'), ('Bank Reconciliation', 'Skill'), ('Accounts Payable and Receivable', 'Skill')]","[('Accounting Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Accounting Specialist', 'to_type': 'Skill', 'to_id': 'Accounting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Specialist', 'to_type': 'Skill', 'to_id': 'QuickBooks', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Specialist', 'to_type': 'Skill', 'to_id': 'Accounts Payable', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Specialist', 'to_type': 'Skill', 'to_id': 'Account Reconciliation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Specialist', 'to_type': 'Skill', 'to_id': 'Accounts Receivable (AR)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Specialist', 'to_type': 'Skill', 'to_id': 'Microsoft Excel', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Specialist', 'to_type': 'Skill', 'to_id': 'Financial Accounting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Specialist', 'to_type': 'Skill', 'to_id': 'Bookkeeping', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Specialist', 'to_type': 'Skill', 'to_id': 'Bank Reconciliation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounting Specialist', 'to_type': 'Skill', 'to_id': 'Accounts Payable and Receivable', 'type': 'REQUIRES'}]"
Accounts Payable Specialist,"Accounts Payable, Account Reconciliation, Accounting, Accounts Payable and Receivable, Invoicing, Purchase Orders, Accounts Receivable (AR), QuickBooks, Bank Reconciliation, Invoice Processing","[('Accounts Payable', 'Skill'), ('Account Reconciliation', 'Skill'), ('Accounting', 'Skill'), ('Accounts Payable and Receivable', 'Skill'), ('Invoicing', 'Skill'), ('Purchase Orders', 'Skill'), ('Accounts Receivable (AR)', 'Skill'), ('QuickBooks', 'Skill'), ('Bank Reconciliation', 'Skill'), ('Invoice Processing', 'Skill')]","[('Accounts Payable Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Accounts Payable Specialist', 'to_type': 'Skill', 'to_id': 'Accounts Payable', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Payable Specialist', 'to_type': 'Skill', 'to_id': 'Account Reconciliation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Payable Specialist', 'to_type': 'Skill', 'to_id': 'Accounting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Payable Specialist', 'to_type': 'Skill', 'to_id': 'Accounts Payable and Receivable', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Payable Specialist', 'to_type': 'Skill', 'to_id': 'Invoicing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Payable Specialist', 'to_type': 'Skill', 'to_id': 'Purchase Orders', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Payable Specialist', 'to_type': 'Skill', 'to_id': 'Accounts Receivable (AR)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Payable Specialist', 'to_type': 'Skill', 'to_id': 'QuickBooks', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Payable Specialist', 'to_type': 'Skill', 'to_id': 'Bank Reconciliation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Payable Specialist', 'to_type': 'Skill', 'to_id': 'Invoice Processing', 'type': 'REQUIRES'}]"
Accounts Receivable Specialist,"A/R Collections, Accounts Receivable (AR), Account Reconciliation, Invoicing, Accounting, QuickBooks, Accounts Payable, Accounts Payable and Receivable, Cash Collection, Data Entry","[('A/R Collections', 'Skill'), ('Accounts Receivable (AR)', 'Skill'), ('Account Reconciliation', 'Skill'), ('Invoicing', 'Skill'), ('Accounting', 'Skill'), ('QuickBooks', 'Skill'), ('Accounts Payable', 'Skill'), ('Accounts Payable and Receivable', 'Skill'), ('Cash Collection', 'Skill'), ('Data Entry', 'Skill')]","[('Accounts Receivable Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Accounts Receivable Specialist', 'to_type': 'Skill', 'to_id': 'A/R Collections', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Receivable Specialist', 'to_type': 'Skill', 'to_id': 'Accounts Receivable (AR)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Receivable Specialist', 'to_type': 'Skill', 'to_id': 'Account Reconciliation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Receivable Specialist', 'to_type': 'Skill', 'to_id': 'Invoicing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Receivable Specialist', 'to_type': 'Skill', 'to_id': 'Accounting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Receivable Specialist', 'to_type': 'Skill', 'to_id': 'QuickBooks', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Receivable Specialist', 'to_type': 'Skill', 'to_id': 'Accounts Payable', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Receivable Specialist', 'to_type': 'Skill', 'to_id': 'Accounts Payable and Receivable', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Receivable Specialist', 'to_type': 'Skill', 'to_id': 'Cash Collection', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Accounts Receivable Specialist', 'to_type': 'Skill', 'to_id': 'Data Entry', 'type': 'REQUIRES'}]"
Actor,"Acting, Theatre, Voice Acting, Film Actor, Improvisation, Performing Arts, Dance, Singing, Theatrical Production, Film Production","[('Acting', 'Skill'), ('Theatre', 'Skill'), ('Voice Acting', 'Skill'), ('Film Actor', 'Skill'), ('Improvisation', 'Skill'), ('Performing Arts', 'Skill'), ('Dance', 'Skill'), ('Singing', 'Skill'), ('Theatrical Production', 'Skill'), ('Film Production', 'Skill')]","[('Actor', 'Job')]","[{'from_type': 'Job', 'from_id': 'Actor', 'to_type': 'Skill', 'to_id': 'Acting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Actor', 'to_type': 'Skill', 'to_id': 'Theatre', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Actor', 'to_type': 'Skill', 'to_id': 'Voice Acting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Actor', 'to_type': 'Skill', 'to_id': 'Film Actor', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Actor', 'to_type': 'Skill', 'to_id': 'Improvisation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Actor', 'to_type': 'Skill', 'to_id': 'Performing Arts', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Actor', 'to_type': 'Skill', 'to_id': 'Dance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Actor', 'to_type': 'Skill', 'to_id': 'Singing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Actor', 'to_type': 'Skill', 'to_id': 'Theatrical Production', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Actor', 'to_type': 'Skill', 'to_id': 'Film Production', 'type': 'REQUIRES'}]"
Administrative Assistant,"Administrative Assistance, Office Administration, Data Entry, Scheduling, Administration, QuickBooks, Executive Administrative Assistance, Organization Skills, Customer Service, Microsoft Outlook","[('Administrative Assistance', 'Skill'), ('Office Administration', 'Skill'), ('Data Entry', 'Skill'), ('Scheduling', 'Skill'), ('Administration', 'Skill'), ('QuickBooks', 'Skill'), ('Executive Administrative Assistance', 'Skill'), ('Organization Skills', 'Skill'), ('Customer Service', 'Skill'), ('Microsoft Outlook', 'Skill')]","[('Administrative Assistant', 'Job')]","[{'from_type': 'Job', 'from_id': 'Administrative Assistant', 'to_type': 'Skill', 'to_id': 'Administrative Assistance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Assistant', 'to_type': 'Skill', 'to_id': 'Office Administration', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Assistant', 'to_type': 'Skill', 'to_id': 'Data Entry', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Assistant', 'to_type': 'Skill', 'to_id': 'Scheduling', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Assistant', 'to_type': 'Skill', 'to_id': 'Administration', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Assistant', 'to_type': 'Skill', 'to_id': 'QuickBooks', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Assistant', 'to_type': 'Skill', 'to_id': 'Executive Administrative Assistance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Assistant', 'to_type': 'Skill', 'to_id': 'Organization Skills', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Assistant', 'to_type': 'Skill', 'to_id': 'Customer Service', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Assistant', 'to_type': 'Skill', 'to_id': 'Microsoft Outlook', 'type': 'REQUIRES'}]"
Administrative Associate,"Administrative Assistance, Office Administration, Data Entry, Administration, Expense Reports, Microsoft Outlook, Executive Administrative Assistance, Event Planning, Microsoft Excel, Organization Skills","[('Administrative Assistance', 'Skill'), ('Office Administration', 'Skill'), ('Data Entry', 'Skill'), ('Administration', 'Skill'), ('Expense Reports', 'Skill'), ('Microsoft Outlook', 'Skill'), ('Executive Administrative Assistance', 'Skill'), ('Event Planning', 'Skill'), ('Microsoft Excel', 'Skill'), ('Organization Skills', 'Skill')]","[('Administrative Associate', 'Job')]","[{'from_type': 'Job', 'from_id': 'Administrative Associate', 'to_type': 'Skill', 'to_id': 'Administrative Assistance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Associate', 'to_type': 'Skill', 'to_id': 'Office Administration', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Associate', 'to_type': 'Skill', 'to_id': 'Data Entry', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Associate', 'to_type': 'Skill', 'to_id': 'Administration', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Associate', 'to_type': 'Skill', 'to_id': 'Expense Reports', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Associate', 'to_type': 'Skill', 'to_id': 'Microsoft Outlook', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Associate', 'to_type': 'Skill', 'to_id': 'Executive Administrative Assistance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Associate', 'to_type': 'Skill', 'to_id': 'Event Planning', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Associate', 'to_type': 'Skill', 'to_id': 'Microsoft Excel', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Associate', 'to_type': 'Skill', 'to_id': 'Organization Skills', 'type': 'REQUIRES'}]"
Administrative Coordinator,"Office Administration, Administrative Assistance, Administration, Data Entry, Scheduling, Microsoft Outlook, Event Planning, Spreadsheets, Organization Skills, Time Management","[('Office Administration', 'Skill'), ('Administrative Assistance', 'Skill'), ('Administration', 'Skill'), ('Data Entry', 'Skill'), ('Scheduling', 'Skill'), ('Microsoft Outlook', 'Skill'), ('Event Planning', 'Skill'), ('Spreadsheets', 'Skill'), ('Organization Skills', 'Skill'), ('Time Management', 'Skill')]","[('Administrative Coordinator', 'Job')]","[{'from_type': 'Job', 'from_id': 'Administrative Coordinator', 'to_type': 'Skill', 'to_id': 'Office Administration', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Coordinator', 'to_type': 'Skill', 'to_id': 'Administrative Assistance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Coordinator', 'to_type': 'Skill', 'to_id': 'Administration', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Coordinator', 'to_type': 'Skill', 'to_id': 'Data Entry', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Coordinator', 'to_type': 'Skill', 'to_id': 'Scheduling', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Coordinator', 'to_type': 'Skill', 'to_id': 'Microsoft Outlook', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Coordinator', 'to_type': 'Skill', 'to_id': 'Event Planning', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Coordinator', 'to_type': 'Skill', 'to_id': 'Spreadsheets', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Coordinator', 'to_type': 'Skill', 'to_id': 'Organization Skills', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Coordinator', 'to_type': 'Skill', 'to_id': 'Time Management', 'type': 'REQUIRES'}]"
Administrative Manager,"Office Administration, Administration, Administrative Assistance, Supervisory Skills, QuickBooks, Management, Accounting, Operations Management, Customer Relationship Management (CRM), Leadership","[('Office Administration', 'Skill'), ('Administration', 'Skill'), ('Administrative Assistance', 'Skill'), ('Supervisory Skills', 'Skill'), ('QuickBooks', 'Skill'), ('Management', 'Skill'), ('Accounting', 'Skill'), ('Operations Management', 'Skill'), ('Customer Relationship Management (CRM)', 'Skill'), ('Leadership', 'Skill')]","[('Administrative Manager', 'Job')]","[{'from_type': 'Job', 'from_id': 'Administrative Manager', 'to_type': 'Skill', 'to_id': 'Office Administration', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Manager', 'to_type': 'Skill', 'to_id': 'Administration', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Manager', 'to_type': 'Skill', 'to_id': 'Administrative Assistance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Manager', 'to_type': 'Skill', 'to_id': 'Supervisory Skills', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Manager', 'to_type': 'Skill', 'to_id': 'QuickBooks', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Manager', 'to_type': 'Skill', 'to_id': 'Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Manager', 'to_type': 'Skill', 'to_id': 'Accounting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Manager', 'to_type': 'Skill', 'to_id': 'Operations Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Manager', 'to_type': 'Skill', 'to_id': 'Customer Relationship Management (CRM)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Manager', 'to_type': 'Skill', 'to_id': 'Leadership', 'type': 'REQUIRES'}]"
Administrative Specialist,"Administrative Assistance, Office Administration, Data Entry, Administration, Microsoft Outlook, Microsoft Excel, Time Management, Microsoft Office, Customer Service, Organization Skills","[('Administrative Assistance', 'Skill'), ('Office Administration', 'Skill'), ('Data Entry', 'Skill'), ('Administration', 'Skill'), ('Microsoft Outlook', 'Skill'), ('Microsoft Excel', 'Skill'), ('Time Management', 'Skill'), ('Microsoft Office', 'Skill'), ('Customer Service', 'Skill'), ('Organization Skills', 'Skill')]","[('Administrative Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Administrative Specialist', 'to_type': 'Skill', 'to_id': 'Administrative Assistance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Specialist', 'to_type': 'Skill', 'to_id': 'Office Administration', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Specialist', 'to_type': 'Skill', 'to_id': 'Data Entry', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Specialist', 'to_type': 'Skill', 'to_id': 'Administration', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Specialist', 'to_type': 'Skill', 'to_id': 'Microsoft Outlook', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Specialist', 'to_type': 'Skill', 'to_id': 'Microsoft Excel', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Specialist', 'to_type': 'Skill', 'to_id': 'Time Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Specialist', 'to_type': 'Skill', 'to_id': 'Microsoft Office', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Specialist', 'to_type': 'Skill', 'to_id': 'Customer Service', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Administrative Specialist', 'to_type': 'Skill', 'to_id': 'Organization Skills', 'type': 'REQUIRES'}]"
Admissions Counselor,"Recruiting, Higher Education, Admissions Counseling, Admissions, Slate, Event Planning, College Recruiting, Public Speaking, Higher Education Recruitment, Student Recruiting","[('Recruiting', 'Skill'), ('Higher Education', 'Skill'), ('Admissions Counseling', 'Skill'), ('Admissions', 'Skill'), ('Slate', 'Skill'), ('Event Planning', 'Skill'), ('College Recruiting', 'Skill'), ('Public Speaking', 'Skill'), ('Higher Education Recruitment', 'Skill'), ('Student Recruiting', 'Skill')]","[('Admissions Counselor', 'Job')]","[{'from_type': 'Job', 'from_id': 'Admissions Counselor', 'to_type': 'Skill', 'to_id': 'Recruiting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Admissions Counselor', 'to_type': 'Skill', 'to_id': 'Higher Education', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Admissions Counselor', 'to_type': 'Skill', 'to_id': 'Admissions Counseling', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Admissions Counselor', 'to_type': 'Skill', 'to_id': 'Admissions', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Admissions Counselor', 'to_type': 'Skill', 'to_id': 'Slate', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Admissions Counselor', 'to_type': 'Skill', 'to_id': 'Event Planning', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Admissions Counselor', 'to_type': 'Skill', 'to_id': 'College Recruiting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Admissions Counselor', 'to_type': 'Skill', 'to_id': 'Public Speaking', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Admissions Counselor', 'to_type': 'Skill', 'to_id': 'Higher Education Recruitment', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Admissions Counselor', 'to_type': 'Skill', 'to_id': 'Student Recruiting', 'type': 'REQUIRES'}]"
Aircraft Mechanic,"Aircraft Maintenance, Aviation, Airframe, Aircraft Systems, A&P, Military Aviation, PowerPlant, Maintenance & Repair, Mechanics, Aircraft Structures","[('Aircraft Maintenance', 'Skill'), ('Aviation', 'Skill'), ('Airframe', 'Skill'), ('Aircraft Systems', 'Skill'), ('A&P', 'Skill'), ('Military Aviation', 'Skill'), ('PowerPlant', 'Skill'), ('Maintenance & Repair', 'Skill'), ('Mechanics', 'Skill'), ('Aircraft Structures', 'Skill')]","[('Aircraft Mechanic', 'Job')]","[{'from_type': 'Job', 'from_id': 'Aircraft Mechanic', 'to_type': 'Skill', 'to_id': 'Aircraft Maintenance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Aircraft Mechanic', 'to_type': 'Skill', 'to_id': 'Aviation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Aircraft Mechanic', 'to_type': 'Skill', 'to_id': 'Airframe', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Aircraft Mechanic', 'to_type': 'Skill', 'to_id': 'Aircraft Systems', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Aircraft Mechanic', 'to_type': 'Skill', 'to_id': 'A&P', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Aircraft Mechanic', 'to_type': 'Skill', 'to_id': 'Military Aviation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Aircraft Mechanic', 'to_type': 'Skill', 'to_id': 'PowerPlant', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Aircraft Mechanic', 'to_type': 'Skill', 'to_id': 'Maintenance & Repair', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Aircraft Mechanic', 'to_type': 'Skill', 'to_id': 'Mechanics', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Aircraft Mechanic', 'to_type': 'Skill', 'to_id': 'Aircraft Structures', 'type': 'REQUIRES'}]"
Analytics Consultant,"Tableau, Data Visualization, Data Analytics, SQL, Microsoft Power BI, Data Science, Machine Learning, Python (Programming Language), Analytics, R (Programming Language)","[('Tableau', 'Skill'), ('Data Visualization', 'Skill'), ('Data Analytics', 'Skill'), ('SQL', 'Skill'), ('Microsoft Power BI', 'Skill'), ('Data Science', 'Skill'), ('Machine Learning', 'Skill'), ('Python (Programming Language)', 'Skill'), ('Analytics', 'Skill'), ('R (Programming Language)', 'Skill')]","[('Analytics Consultant', 'Job')]","[{'from_type': 'Job', 'from_id': 'Analytics Consultant', 'to_type': 'Skill', 'to_id': 'Tableau', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Analytics Consultant', 'to_type': 'Skill', 'to_id': 'Data Visualization', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Analytics Consultant', 'to_type': 'Skill', 'to_id': 'Data Analytics', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Analytics Consultant', 'to_type': 'Skill', 'to_id': 'SQL', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Analytics Consultant', 'to_type': 'Skill', 'to_id': 'Microsoft Power BI', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Analytics Consultant', 'to_type': 'Skill', 'to_id': 'Data Science', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Analytics Consultant', 'to_type': 'Skill', 'to_id': 'Machine Learning', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Analytics Consultant', 'to_type': 'Skill', 'to_id': 'Python (Programming Language)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Analytics Consultant', 'to_type': 'Skill', 'to_id': 'Analytics', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Analytics Consultant', 'to_type': 'Skill', 'to_id': 'R (Programming Language)', 'type': 'REQUIRES'}]"
