Job Title,Skills,skill_entities,job_entities,relationships
Social Media Manager,"Social Media Marketing, Social Media, Digital Marketing, Graphic Design, Social Media Outreach, Copywriting, Canva, Social Media Communications, Content Strategy, Instagram","[('Social Media Marketing, Social Media, Digital Marketing, Graphic Design, Social Media Outreach, Copywriting, Canva, Social Media Communications, Content Strategy, Instagram', 'SKILL')]","[('Social Media Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Social Media Manager', 'to_type': 'SKILL', 'to_id': 'Social Media Marketing, Social Media, Digital Marketing, Graphic Design, Social Media Outreach, Copywriting, Canva, Social Media Communications, Content Strategy, Instagram', 'type': 'REQUIRES'}]"
Social Media Marketing Manager,"Social Media Marketing, Digital Marketing, Social Media, Facebook, Copywriting, Marketing, Canva, Instagram, Instagram Marketing, Graphic Design","[('Social Media Marketing, Digital Marketing, Social Media, Facebook, Copywriting, Marketing, Canva, Instagram, Instagram Marketing, Graphic Design', 'SKILL')]","[('Social Media Marketing Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Social Media Marketing Manager', 'to_type': 'SKILL', 'to_id': 'Social Media Marketing, Digital Marketing, Social Media, Facebook, Copywriting, Marketing, Canva, Instagram, Instagram Marketing, Graphic Design', 'type': 'REQUIRES'}]"
Social Media Marketing Specialist,"Social Media Marketing, Social Media, Digital Marketing, Canva, Marketing, Instagram, Facebook, Graphic Design, Copywriting, Social Media Communications","[('Social Media Marketing, Social Media, Digital Marketing, Canva, Marketing, Instagram, Facebook, Graphic Design, Copywriting, Social Media Communications', 'SKILL')]","[('Social Media Marketing Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Social Media Marketing Specialist', 'to_type': 'SKILL', 'to_id': 'Social Media Marketing, Social Media, Digital Marketing, Canva, Marketing, Instagram, Facebook, Graphic Design, Copywriting, Social Media Communications', 'type': 'REQUIRES'}]"
Social Work Specialist,"Case Management, Social Work, Community Outreach, Crisis Intervention, Group Therapy, Social Services, Mental Health Counseling, Motivational Interviewing, School Social Work, Cognitive Behavioral Therapy (CBT)","[('Case Management, Social Work, Community Outreach, Crisis Intervention, Group Therapy, Social Services, Mental Health Counseling, Motivational Interviewing, School Social Work, Cognitive Behavioral Therapy (CBT)', 'SKILL')]","[('Social Work Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Social Work Specialist', 'to_type': 'SKILL', 'to_id': 'Case Management, Social Work, Community Outreach, Crisis Intervention, Group Therapy, Social Services, Mental Health Counseling, Motivational Interviewing, School Social Work, Cognitive Behavioral Therapy (CBT)', 'type': 'REQUIRES'}]"
Social Worker,"Social Work, Case Management, Mental Health, Social Services, Crisis Intervention, School Social Work, Mental Health Counseling, Medical Social Work, Cognitive Behavioral Therapy (CBT), NA","[('Social Work, Case Management, Mental Health, Social Services, Crisis Intervention, School Social Work, Mental Health Counseling, Medical Social Work, Cognitive Behavioral Therapy (CBT), NA', 'SKILL')]","[('Social Worker', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Social Worker', 'to_type': 'SKILL', 'to_id': 'Social Work, Case Management, Mental Health, Social Services, Crisis Intervention, School Social Work, Mental Health Counseling, Medical Social Work, Cognitive Behavioral Therapy (CBT), NA', 'type': 'REQUIRES'}]"
Software Architect,"C++, Cloud Computing, Integration, Software Architecture, F5 BigIP, Java, Information Technology, Python (Programming Language), Internet Culture, Amazon Web Services (AWS)","[('C++, Cloud Computing, Integration, Software Architecture, F5 BigIP, Java, Information Technology, Python (Programming Language), Internet Culture, Amazon Web Services (AWS)', 'SKILL')]","[('Software Architect', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Software Architect', 'to_type': 'SKILL', 'to_id': 'C++, Cloud Computing, Integration, Software Architecture, F5 BigIP, Java, Information Technology, Python (Programming Language), Internet Culture, Amazon Web Services (AWS)', 'type': 'REQUIRES'}]"
Software Engineer,"React.js, JavaScript, TypeScript, Amazon Web Services (AWS), Java, Git, Node.js, Python (Programming Language), C#, Software Development","[('React.js, JavaScript, TypeScript, Amazon Web Services (AWS), Java, Git, Node.js, Python (Programming Language), C#, Software Development', 'SKILL')]","[('Software Engineer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Software Engineer', 'to_type': 'SKILL', 'to_id': 'React.js, JavaScript, TypeScript, Amazon Web Services (AWS), Java, Git, Node.js, Python (Programming Language), C#, Software Development', 'type': 'REQUIRES'}]"
Software Engineering Manager,"People Management, Software Development, Engineering Management, Amazon Web Services (AWS), Java, C++, Software Development Life Cycle (SDLC), Microservices, Agile Methodologies, C#","[('People Management, Software Development, Engineering Management, Amazon Web Services (AWS), Java, C++, Software Development Life Cycle (SDLC), Microservices, Agile Methodologies, C#', 'SKILL')]","[('Software Engineering Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Software Engineering Manager', 'to_type': 'SKILL', 'to_id': 'People Management, Software Development, Engineering Management, Amazon Web Services (AWS), Java, C++, Software Development Life Cycle (SDLC), Microservices, Agile Methodologies, C#', 'type': 'REQUIRES'}]"
Software Quality Assurance Engineer,"Manual Testing, Software Quality Assurance, Regression Testing, Test Cases, Jira, Functional Testing, Mobile Testing, Chrome Developer Tools, Web Testing, Software Testing","[('Manual Testing, Software Quality Assurance, Regression Testing, Test Cases, Jira, Functional Testing, Mobile Testing, Chrome Developer Tools, Web Testing, Software Testing', 'SKILL')]","[('Software Quality Assurance Engineer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Software Quality Assurance Engineer', 'to_type': 'SKILL', 'to_id': 'Manual Testing, Software Quality Assurance, Regression Testing, Test Cases, Jira, Functional Testing, Mobile Testing, Chrome Developer Tools, Web Testing, Software Testing', 'type': 'REQUIRES'}]"
Soldier,"Military, Military Leadership, Organizational Leadership, Military Training, Military Operations, Leadership, Leadership Development, Active DoD Secret Clearance, Team Building, Team Leadership","[('Military, Military Leadership, Organizational Leadership, Military Training, Military Operations, Leadership, Leadership Development, Active DoD Secret Clearance, Team Building, Team Leadership', 'SKILL')]","[('Soldier', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Soldier', 'to_type': 'SKILL', 'to_id': 'Military, Military Leadership, Organizational Leadership, Military Training, Military Operations, Leadership, Leadership Development, Active DoD Secret Clearance, Team Building, Team Leadership', 'type': 'REQUIRES'}]"
Solutions Architect,"Solution Architecture, Amazon Web Services (AWS), Microsoft Azure, Cloud Computing, Kubernetes, Terraform, DevOps, SQL, Software as a Service (SaaS), AWS Lambda","[('Solution Architecture, Amazon Web Services (AWS), Microsoft Azure, Cloud Computing, Kubernetes, Terraform, DevOps, SQL, Software as a Service (SaaS), AWS Lambda', 'SKILL')]","[('Solutions Architect', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Solutions Architect', 'to_type': 'SKILL', 'to_id': 'Solution Architecture, Amazon Web Services (AWS), Microsoft Azure, Cloud Computing, Kubernetes, Terraform, DevOps, SQL, Software as a Service (SaaS), AWS Lambda', 'type': 'REQUIRES'}]"
Solutions Consultant,"Software as a Service (SaaS), Presales, Consulting, Product Demonstration, Solution Selling, Software Implementation, Sales Presentations, Salesforce.com, Business-to-Business (B2B), Customer Relationship Management (CRM)","[('Software as a Service (SaaS), Presales, Consulting, Product Demonstration, Solution Selling, Software Implementation, Sales Presentations, Salesforce.com, Business-to-Business (B2B), Customer Relationship Management (CRM)', 'SKILL')]","[('Solutions Consultant', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Solutions Consultant', 'to_type': 'SKILL', 'to_id': 'Software as a Service (SaaS), Presales, Consulting, Product Demonstration, Solution Selling, Software Implementation, Sales Presentations, Salesforce.com, Business-to-Business (B2B), Customer Relationship Management (CRM)', 'type': 'REQUIRES'}]"
Solutions Engineer,"Pre/Post Sales Engineers, Sales Engineering, Technical Enablement, Presales, Presales Technical Consulting, Software as a Service (SaaS), Evangelism, Technology Evangelism, Server Configuration, Cloud Computing","[('Pre/Post Sales Engineers, Sales Engineering, Technical Enablement, Presales, Presales Technical Consulting, Software as a Service (SaaS), Evangelism, Technology Evangelism, Server Configuration, Cloud Computing', 'SKILL')]","[('Solutions Engineer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Solutions Engineer', 'to_type': 'SKILL', 'to_id': 'Pre/Post Sales Engineers, Sales Engineering, Technical Enablement, Presales, Presales Technical Consulting, Software as a Service (SaaS), Evangelism, Technology Evangelism, Server Configuration, Cloud Computing', 'type': 'REQUIRES'}]"
Solutions Specialist,"Sales, Solution Selling, Account Management, Software as a Service (SaaS), Customer Experience, Business-to-Business (B2B), Sales Management, Direct Sales, Salesforce.com, Customer Satisfaction","[('Sales, Solution Selling, Account Management, Software as a Service (SaaS), Customer Experience, Business-to-Business (B2B), Sales Management, Direct Sales, Salesforce.com, Customer Satisfaction', 'SKILL')]","[('Solutions Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Solutions Specialist', 'to_type': 'SKILL', 'to_id': 'Sales, Solution Selling, Account Management, Software as a Service (SaaS), Customer Experience, Business-to-Business (B2B), Sales Management, Direct Sales, Salesforce.com, Customer Satisfaction', 'type': 'REQUIRES'}]"
Spanish Teacher,"Spanish Teaching, Spanish Translation, Spanish, Teaching, Language Teaching, Curriculum Development, Linguistics, Translation, Classroom Management, Lesson Planning","[('Spanish Teaching, Spanish Translation, Spanish, Teaching, Language Teaching, Curriculum Development, Linguistics, Translation, Classroom Management, Lesson Planning', 'SKILL')]","[('Spanish Teacher', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Spanish Teacher', 'to_type': 'SKILL', 'to_id': 'Spanish Teaching, Spanish Translation, Spanish, Teaching, Language Teaching, Curriculum Development, Linguistics, Translation, Classroom Management, Lesson Planning', 'type': 'REQUIRES'}]"
Special Education Paraeducator,"Special Education, Teaching, Behavior Management, Classroom Management, Working With Children, Elementary Education, Applied Behavior Analysis, Education, Autism Spectrum Disorders, Early Childhood Education","[('Special Education, Teaching, Behavior Management, Classroom Management, Working With Children, Elementary Education, Applied Behavior Analysis, Education, Autism Spectrum Disorders, Early Childhood Education', 'SKILL')]","[('Special Education Paraeducator', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Special Education Paraeducator', 'to_type': 'SKILL', 'to_id': 'Special Education, Teaching, Behavior Management, Classroom Management, Working With Children, Elementary Education, Applied Behavior Analysis, Education, Autism Spectrum Disorders, Early Childhood Education', 'type': 'REQUIRES'}]"
Special Education Teacher,"Special Education, Working With Children, Teaching, Classroom Management, Individualized Education Program, Behavior Management, Differentiated Instruction, K-12 Education, Elementary Education, Education","[('Special Education, Working With Children, Teaching, Classroom Management, Individualized Education Program, Behavior Management, Differentiated Instruction, K-12 Education, Elementary Education, Education', 'SKILL')]","[('Special Education Teacher', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Special Education Teacher', 'to_type': 'SKILL', 'to_id': 'Special Education, Working With Children, Teaching, Classroom Management, Individualized Education Program, Behavior Management, Differentiated Instruction, K-12 Education, Elementary Education, Education', 'type': 'REQUIRES'}]"
Speech Language Pathologist,"Speech Therapy, Augmentative and Alternative Communication (AAC), Dysphagia, Language Disorders, Speech, Aphasia, Communication Disorders, Autism Spectrum Disorders, Articulation, Language Development","[('Speech Therapy, Augmentative and Alternative Communication (AAC), Dysphagia, Language Disorders, Speech, Aphasia, Communication Disorders, Autism Spectrum Disorders, Articulation, Language Development', 'SKILL')]","[('Speech Language Pathologist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Speech Language Pathologist', 'to_type': 'SKILL', 'to_id': 'Speech Therapy, Augmentative and Alternative Communication (AAC), Dysphagia, Language Disorders, Speech, Aphasia, Communication Disorders, Autism Spectrum Disorders, Articulation, Language Development', 'type': 'REQUIRES'}]"
Sports Specialist,"Sports, Sports Management, Sports Writing, Communication, Leadership, Social Media, Sports Coaching, Sports Marketing, Time Management, Athletics","[('Sports, Sports Management, Sports Writing, Communication, Leadership, Social Media, Sports Coaching, Sports Marketing, Time Management, Athletics', 'SKILL')]","[('Sports Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Sports Specialist', 'to_type': 'SKILL', 'to_id': 'Sports, Sports Management, Sports Writing, Communication, Leadership, Social Media, Sports Coaching, Sports Marketing, Time Management, Athletics', 'type': 'REQUIRES'}]"
Stay-at-Home Parent,"Time Management, Organization Skills, Customer Service, Data Entry, Communication, Typing, Working With Children, Phone Etiquette, Scheduling, Skilled Multi-tasker","[('Time Management, Organization Skills, Customer Service, Data Entry, Communication, Typing, Working With Children, Phone Etiquette, Scheduling, Skilled Multi-tasker', 'SKILL')]","[('Stay-at-Home Parent', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Stay-at-Home Parent', 'to_type': 'SKILL', 'to_id': 'Time Management, Organization Skills, Customer Service, Data Entry, Communication, Typing, Working With Children, Phone Etiquette, Scheduling, Skilled Multi-tasker', 'type': 'REQUIRES'}]"
Store Associate,"Customer Service, Cashiering, Retail, Cash Handling, Stocking, Communication, Organization Skills, Time Management, Problem Solving, Teamwork","[('Customer Service, Cashiering, Retail, Cash Handling, Stocking, Communication, Organization Skills, Time Management, Problem Solving, Teamwork', 'SKILL')]","[('Store Associate', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Store Associate', 'to_type': 'SKILL', 'to_id': 'Customer Service, Cashiering, Retail, Cash Handling, Stocking, Communication, Organization Skills, Time Management, Problem Solving, Teamwork', 'type': 'REQUIRES'}]"
Store Manager,"Retail, Store Management, People Management, Merchandising, Inventory Management, Retail Sales, Planograms, Big Box, Sales Management, Team Management","[('Retail, Store Management, People Management, Merchandising, Inventory Management, Retail Sales, Planograms, Big Box, Sales Management, Team Management', 'SKILL')]","[('Store Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Store Manager', 'to_type': 'SKILL', 'to_id': 'Retail, Store Management, People Management, Merchandising, Inventory Management, Retail Sales, Planograms, Big Box, Sales Management, Team Management', 'type': 'REQUIRES'}]"
Strategy Consultant,"Growth Strategies, Strategy, Business Strategy, Market Research, Strategic Planning, Strategic Partnerships, Consulting, Go-to-Market Strategy, Change Management, Management Consulting","[('Growth Strategies, Strategy, Business Strategy, Market Research, Strategic Planning, Strategic Partnerships, Consulting, Go-to-Market Strategy, Change Management, Management Consulting', 'SKILL')]","[('Strategy Consultant', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Strategy Consultant', 'to_type': 'SKILL', 'to_id': 'Growth Strategies, Strategy, Business Strategy, Market Research, Strategic Planning, Strategic Partnerships, Consulting, Go-to-Market Strategy, Change Management, Management Consulting', 'type': 'REQUIRES'}]"
Strategy Manager,"Strategy, Business Strategy, Strategic Planning, Program Management, Go-to-Market Strategy, Change Management, Digital Strategy, Cross-functional Team Leadership, Product Management, Project Management","[('Strategy, Business Strategy, Strategic Planning, Program Management, Go-to-Market Strategy, Change Management, Digital Strategy, Cross-functional Team Leadership, Product Management, Project Management', 'SKILL')]","[('Strategy Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Strategy Manager', 'to_type': 'SKILL', 'to_id': 'Strategy, Business Strategy, Strategic Planning, Program Management, Go-to-Market Strategy, Change Management, Digital Strategy, Cross-functional Team Leadership, Product Management, Project Management', 'type': 'REQUIRES'}]"
Structural Engineer,"Structural Engineering, RISA, Structural Analysis, Revit, Steel Design, Mathcad, RAM Structural Systems, Finite Element Analysis (FEA), Bluebeam, Enercalc","[('Structural Engineering, RISA, Structural Analysis, Revit, Steel Design, Mathcad, RAM Structural Systems, Finite Element Analysis (FEA), Bluebeam, Enercalc', 'SKILL')]","[('Structural Engineer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Structural Engineer', 'to_type': 'SKILL', 'to_id': 'Structural Engineering, RISA, Structural Analysis, Revit, Steel Design, Mathcad, RAM Structural Systems, Finite Element Analysis (FEA), Bluebeam, Enercalc', 'type': 'REQUIRES'}]"
Student Manager,"Communication, Leadership, Time Management, Management, Organization Skills, Customer Service, Problem Solving, Microsoft Excel, Teamwork, Team Leadership","[('Communication, Leadership, Time Management, Management, Organization Skills, Customer Service, Problem Solving, Microsoft Excel, Teamwork, Team Leadership', 'SKILL')]","[('Student Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Student Manager', 'to_type': 'SKILL', 'to_id': 'Communication, Leadership, Time Management, Management, Organization Skills, Customer Service, Problem Solving, Microsoft Excel, Teamwork, Team Leadership', 'type': 'REQUIRES'}]"
Student Representative,"Public Speaking, Communication, Leadership, Public Relations, Event Planning, Social Media, Research, Organization Skills, Time Management, Customer Service","[('Public Speaking, Communication, Leadership, Public Relations, Event Planning, Social Media, Research, Organization Skills, Time Management, Customer Service', 'SKILL')]","[('Student Representative', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Student Representative', 'to_type': 'SKILL', 'to_id': 'Public Speaking, Communication, Leadership, Public Relations, Event Planning, Social Media, Research, Organization Skills, Time Management, Customer Service', 'type': 'REQUIRES'}]"
Supply Chain Analyst,"Supply Chain Operations, Analytics, Supply Chain Management, Supply Chain Optimization, Microsoft Power BI, Tableau, Planning, SAP ERP, Inventory Management, Data Analysis","[('Supply Chain Operations, Analytics, Supply Chain Management, Supply Chain Optimization, Microsoft Power BI, Tableau, Planning, SAP ERP, Inventory Management, Data Analysis', 'SKILL')]","[('Supply Chain Analyst', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Supply Chain Analyst', 'to_type': 'SKILL', 'to_id': 'Supply Chain Operations, Analytics, Supply Chain Management, Supply Chain Optimization, Microsoft Power BI, Tableau, Planning, SAP ERP, Inventory Management, Data Analysis', 'type': 'REQUIRES'}]"
Supply Chain Manager,"Supply Chain Management, Supply Chain Operations, Supply Chain Optimization, Logistics Management, Inventory Management, Procurement, Planning, NA, Demand Planning, Warehouse Operations","[('Supply Chain Management, Supply Chain Operations, Supply Chain Optimization, Logistics Management, Inventory Management, Procurement, Planning, NA, Demand Planning, Warehouse Operations', 'SKILL')]","[('Supply Chain Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Supply Chain Manager', 'to_type': 'SKILL', 'to_id': 'Supply Chain Management, Supply Chain Operations, Supply Chain Optimization, Logistics Management, Inventory Management, Procurement, Planning, NA, Demand Planning, Warehouse Operations', 'type': 'REQUIRES'}]"
Supply Chain Specialist,"Supply Chain Management, Supply Chain Operations, Supply Chain Optimization, Inventory Management, SAP ERP, Logistics Management, Microsoft Power BI, Procurement, Microsoft Excel, Planning","[('Supply Chain Management, Supply Chain Operations, Supply Chain Optimization, Inventory Management, SAP ERP, Logistics Management, Microsoft Power BI, Procurement, Microsoft Excel, Planning', 'SKILL')]","[('Supply Chain Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Supply Chain Specialist', 'to_type': 'SKILL', 'to_id': 'Supply Chain Management, Supply Chain Operations, Supply Chain Optimization, Inventory Management, SAP ERP, Logistics Management, Microsoft Power BI, Procurement, Microsoft Excel, Planning', 'type': 'REQUIRES'}]"
Support Associate,"Customer Service, Data Entry, Time Management, Organization Skills, Communication, Problem Solving, Customer Support, Leadership, Microsoft Office, Interpersonal Skills","[('Customer Service, Data Entry, Time Management, Organization Skills, Communication, Problem Solving, Customer Support, Leadership, Microsoft Office, Interpersonal Skills', 'SKILL')]","[('Support Associate', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Support Associate', 'to_type': 'SKILL', 'to_id': 'Customer Service, Data Entry, Time Management, Organization Skills, Communication, Problem Solving, Customer Support, Leadership, Microsoft Office, Interpersonal Skills', 'type': 'REQUIRES'}]"
Support Engineer,"Technical Support, Microsoft Azure, Troubleshooting, Linux, Active Directory, Amazon Web Services (AWS), Customer Support, SQL, Python (Programming Language), Windows Server","[('Technical Support, Microsoft Azure, Troubleshooting, Linux, Active Directory, Amazon Web Services (AWS), Customer Support, SQL, Python (Programming Language), Windows Server', 'SKILL')]","[('Support Engineer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Support Engineer', 'to_type': 'SKILL', 'to_id': 'Technical Support, Microsoft Azure, Troubleshooting, Linux, Active Directory, Amazon Web Services (AWS), Customer Support, SQL, Python (Programming Language), Windows Server', 'type': 'REQUIRES'}]"
Support Manager,"Customer Support, Management, Technical Support, Team Leadership, Project Management, Team Building, Leadership, Training, Team Management, Operations Management","[('Customer Support, Management, Technical Support, Team Leadership, Project Management, Team Building, Leadership, Training, Team Management, Operations Management', 'SKILL')]","[('Support Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Support Manager', 'to_type': 'SKILL', 'to_id': 'Customer Support, Management, Technical Support, Team Leadership, Project Management, Team Building, Leadership, Training, Team Management, Operations Management', 'type': 'REQUIRES'}]"
Support Specialist,"Technical Support, Customer Support, Data Entry, Customer Service, Troubleshooting, Time Management, Communication, Problem Solving, Customer Experience, Organization Skills","[('Technical Support, Customer Support, Data Entry, Customer Service, Troubleshooting, Time Management, Communication, Problem Solving, Customer Experience, Organization Skills', 'SKILL')]","[('Support Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Support Specialist', 'to_type': 'SKILL', 'to_id': 'Technical Support, Customer Support, Data Entry, Customer Service, Troubleshooting, Time Management, Communication, Problem Solving, Customer Experience, Organization Skills', 'type': 'REQUIRES'}]"
Support Technician,"Technical Support, Troubleshooting, Active Directory, Windows, Computer Hardware Troubleshooting, Information Technology, Windows 10, Mac, Computer Repair, Remote Troubleshooting","[('Technical Support, Troubleshooting, Active Directory, Windows, Computer Hardware Troubleshooting, Information Technology, Windows 10, Mac, Computer Repair, Remote Troubleshooting', 'SKILL')]","[('Support Technician', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Support Technician', 'to_type': 'SKILL', 'to_id': 'Technical Support, Troubleshooting, Active Directory, Windows, Computer Hardware Troubleshooting, Information Technology, Windows 10, Mac, Computer Repair, Remote Troubleshooting', 'type': 'REQUIRES'}]"
Surgical Technologist,"Surgical Technology, General Surgery, Surgery, Plastic Surgery, Orthopedic Surgery, Operating Room, Surgical Instruments, Robotic Surgery, Laparoscopic Surgery, Gynecologic Surgery","[('Surgical Technology, General Surgery, Surgery, Plastic Surgery, Orthopedic Surgery, Operating Room, Surgical Instruments, Robotic Surgery, Laparoscopic Surgery, Gynecologic Surgery', 'SKILL')]","[('Surgical Technologist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Surgical Technologist', 'to_type': 'SKILL', 'to_id': 'Surgical Technology, General Surgery, Surgery, Plastic Surgery, Orthopedic Surgery, Operating Room, Surgical Instruments, Robotic Surgery, Laparoscopic Surgery, Gynecologic Surgery', 'type': 'REQUIRES'}]"
Swim Instructor,"Swim Instruction, Lifeguarding, Teaching, Cardiopulmonary Resuscitation (CPR), First Aid, Swim Lessons, Swimming, Working With Children, Automated External Defibrillator (AED), Leadership","[('Swim Instruction, Lifeguarding, Teaching, Cardiopulmonary Resuscitation (CPR), First Aid, Swim Lessons, Swimming, Working With Children, Automated External Defibrillator (AED), Leadership', 'SKILL')]","[('Swim Instructor', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Swim Instructor', 'to_type': 'SKILL', 'to_id': 'Swim Instruction, Lifeguarding, Teaching, Cardiopulmonary Resuscitation (CPR), First Aid, Swim Lessons, Swimming, Working With Children, Automated External Defibrillator (AED), Leadership', 'type': 'REQUIRES'}]"
System Administrator,"System Administration, Active Directory, Windows Server, Server Administration, Powershell, Microsoft Servers, VMware, Microsoft Azure, VMware vSphere, Network Administration","[('System Administration, Active Directory, Windows Server, Server Administration, Powershell, Microsoft Servers, VMware, Microsoft Azure, VMware vSphere, Network Administration', 'SKILL')]","[('System Administrator', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'System Administrator', 'to_type': 'SKILL', 'to_id': 'System Administration, Active Directory, Windows Server, Server Administration, Powershell, Microsoft Servers, VMware, Microsoft Azure, VMware vSphere, Network Administration', 'type': 'REQUIRES'}]"
System Analyst,"Systems Analysis, SQL, Information Technology, Agile Methodologies, System Administration, Microsoft SQL Server, Troubleshooting, Analytical Skills, Active Directory, Jira","[('Systems Analysis, SQL, Information Technology, Agile Methodologies, System Administration, Microsoft SQL Server, Troubleshooting, Analytical Skills, Active Directory, Jira', 'SKILL')]","[('System Analyst', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'System Analyst', 'to_type': 'SKILL', 'to_id': 'Systems Analysis, SQL, Information Technology, Agile Methodologies, System Administration, Microsoft SQL Server, Troubleshooting, Analytical Skills, Active Directory, Jira', 'type': 'REQUIRES'}]"
System Engineer,"Systems Engineering, Microsoft Azure, Linux, Powershell, Python (Programming Language), Amazon Web Services (AWS), CAMEO, Rational DOORS, Windows Server, Cybersecurity","[('Systems Engineering, Microsoft Azure, Linux, Powershell, Python (Programming Language), Amazon Web Services (AWS), CAMEO, Rational DOORS, Windows Server, Cybersecurity', 'SKILL')]","[('System Engineer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'System Engineer', 'to_type': 'SKILL', 'to_id': 'Systems Engineering, Microsoft Azure, Linux, Powershell, Python (Programming Language), Amazon Web Services (AWS), CAMEO, Rational DOORS, Windows Server, Cybersecurity', 'type': 'REQUIRES'}]"
System Specialist,"Troubleshooting, System Administration, Python (Programming Language), Active Directory, Technical Support, Information Technology, Project Management, MATLAB, Linux, Data Analysis","[('Troubleshooting, System Administration, Python (Programming Language), Active Directory, Technical Support, Information Technology, Project Management, MATLAB, Linux, Data Analysis', 'SKILL')]","[('System Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'System Specialist', 'to_type': 'SKILL', 'to_id': 'Troubleshooting, System Administration, Python (Programming Language), Active Directory, Technical Support, Information Technology, Project Management, MATLAB, Linux, Data Analysis', 'type': 'REQUIRES'}]"
System Technician,"Troubleshooting, Electrical Troubleshooting, Cybersecurity, Active Directory, Maintenance & Repair, Computer Hardware Troubleshooting, Network Security, Active DoD Secret Clearance, Network Administration, Technical Support","[('Troubleshooting, Electrical Troubleshooting, Cybersecurity, Active Directory, Maintenance & Repair, Computer Hardware Troubleshooting, Network Security, Active DoD Secret Clearance, Network Administration, Technical Support', 'SKILL')]","[('System Technician', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'System Technician', 'to_type': 'SKILL', 'to_id': 'Troubleshooting, Electrical Troubleshooting, Cybersecurity, Active Directory, Maintenance & Repair, Computer Hardware Troubleshooting, Network Security, Active DoD Secret Clearance, Network Administration, Technical Support', 'type': 'REQUIRES'}]"
Talent Acquisition Manager,"Talent Management, Employer Branding, Recruiting, Applicant Tracking Systems, Sourcing, Full-life Cycle Recruiting, Corporate Recruiting, Technical Recruiting, Hiring, Interviewing","[('Talent Management, Employer Branding, Recruiting, Applicant Tracking Systems, Sourcing, Full-life Cycle Recruiting, Corporate Recruiting, Technical Recruiting, Hiring, Interviewing', 'SKILL')]","[('Talent Acquisition Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Talent Acquisition Manager', 'to_type': 'SKILL', 'to_id': 'Talent Management, Employer Branding, Recruiting, Applicant Tracking Systems, Sourcing, Full-life Cycle Recruiting, Corporate Recruiting, Technical Recruiting, Hiring, Interviewing', 'type': 'REQUIRES'}]"
